8.643524327338630853e-01,4.975609756097561232e-02,7.771819382917541060e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.191128506196999115e-02,1.469507714915503258e-04,6.054811982154238367e-03,1.084598698481561855e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.207305172173428129e-02,6.027392120075046877e-01,1.731561358514028259e-01,2.349869451697127881e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.358991085018482203e-03,0.000000000000000000e+00,1.328871892925430342e-01,8.986674930275797418e-03,2.042992647471516057e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.394116826990101819e-05,1.606378986866791869e-01,3.885132509520478616e-01,9.173194081810269462e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.717982170036964407e-04,0.000000000000000000e+00,9.560229445506691816e-04,1.394484040904865304e-03,1.981253858674299900e-02,3.885255455546202216e-04,7.209805335255948502e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.510465575496950381e-04,7.079418200540610242e-04,1.197604790419161663e-04
0.000000000000000000e+00,2.551594746716697934e-03,9.232921426906039175e-02,4.323759791122715468e-01,1.024844720496894401e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.182281708094327505e-02,1.048961884102881936e-01,1.633271594544536201e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.435834727764191499e-05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.554363876583508266e-03,3.933855526544821624e-02,5.501330967169476560e-01,1.198738170347003196e-01,0.000000000000000000e+00,1.616458486407053611e-03,2.549394518801784484e-03,1.657886581964673062e-02,6.061626536453948617e-03,1.942627727773101054e-03,1.297764960346070758e-03,1.414427157001414475e-03,3.870967741935483759e-04,1.175295292942351829e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.481288076588337586e-03,6.654835847382431502e-02,4.984227129337539530e-01,0.000000000000000000e+00,5.878030859662013033e-04,0.000000000000000000e+00,1.177564301208552759e-02,7.857664028736600220e-04,0.000000000000000000e+00,1.441961067051189700e-04,2.357378595002357368e-04,1.419354838709677505e-03,1.557266263148616037e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.988023952095808313e-05
6.153631674334308910e-02,5.212007504690431559e-02,2.253827621046086867e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.503805175038051889e-01,8.670095518001469034e-03,4.142766093052899570e-03,1.069104431360396595e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.614033025797731575e-03,1.290096098995129233e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.380175658720200760e-03,8.367729831144464850e-03,1.880780290666045004e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.864535768645357583e-02,5.592946362968405083e-01,2.103250478011472330e-02,1.440966842268360734e-02,1.206712690127406369e-03,0.000000000000000000e+00,3.604902667627973845e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.404360345536815761e-03,3.453420509895124835e-02,5.792251254987772213e-04,1.437125748502993995e-03
1.380175658720200760e-03,1.658536585365853744e-02,1.367840211393487292e-02,6.422976501305482921e-02,1.330967169476486188e-03,0.000000000000000000e+00,4.620569689062839491e-03,1.786921381337251979e-01,5.264499681325685021e-01,1.704369383328168536e-02,1.161811752820340188e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.696186166774402315e-04,3.291061477028390820e-03,1.222808598275196236e-03,0.000000000000000000e+00
1.045587620242576432e-03,1.763602251407129454e-03,8.549001321209295573e-04,3.394255874673629547e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.968253968253968034e-03,3.379867744305657673e-02,5.194391332058635735e-02,5.052680508211961907e-01,1.206712690127406369e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.143914908620790843e-03,1.974636886217034318e-03,0.000000000000000000e+00,3.413173652694610847e-03
1.533528509689111865e-04,2.424015009380862951e-02,1.332089842232066501e-01,7.780678851174935295e-02,2.440106477373558264e-02,1.104100946372239822e-02,2.228745379430310813e-03,0.000000000000000000e+00,1.115360101975780734e-02,5.577936163619461041e-02,7.083122860189706715e-01,2.583694877938224471e-02,2.220620043258832166e-02,4.125412541254125029e-03,1.032258064516129075e-03,2.382911206440618129e-02,8.644521479661240043e-03,1.737675376496331664e-03,1.796407185628742494e-04
3.764115432873275046e-04,1.031894934333958680e-02,4.616460713453019588e-02,1.046127067014795409e-01,1.508429458740017694e-02,2.681388012618296512e-02,3.261578604044357288e-03,1.469507714915503258e-04,3.186743148502230605e-04,4.648280136349550867e-03,7.234663523601055080e-02,8.725636210580846042e-01,2.098053352559480986e-02,1.850542197076850484e-02,8.645161290322580377e-03,1.577833930775107349e-02,1.408574312168151335e-02,1.325781953919423321e-02,0.000000000000000000e+00
4.377526836748919792e-03,9.906191369606003744e-03,5.277065361001010563e-02,2.349869451697127881e-02,1.055900621118012472e-01,2.208201892744479644e-02,6.686236138290932440e-03,7.347538574577516021e-04,3.186743148502230605e-04,0.000000000000000000e+00,3.286187349160913512e-02,3.406073949362170561e-02,8.245854361932227761e-01,1.130363036303630303e-01,2.967741935483871052e-02,2.056766762649115537e-03,8.688402299354951869e-03,6.307118033208907425e-03,1.796407185628742494e-04
7.583995538826153460e-03,3.189493433395872417e-03,1.111370171757208349e-02,6.614447345517841630e-03,1.863354037267080793e-02,2.839116719242902251e-02,9.132420091324200406e-03,0.000000000000000000e+00,1.593371574251115303e-03,9.296560272699101301e-04,1.436829993826121109e-02,2.752055947678559711e-02,8.219178082191780366e-02,7.347949080622347973e-01,1.563870967741935458e-01,3.614033025797731575e-03,1.110184738250910574e-02,3.539709100270304904e-03,1.497005988023952187e-03
4.586644360797434428e-03,1.726078799249530955e-03,5.673428149529804662e-03,2.785030461270670069e-03,4.214729370008873238e-02,1.750788643533122968e-01,2.821265492498369054e-02,1.969140337986774458e-02,6.182281708094327505e-02,9.606445615122404316e-03,1.102879272604815643e-02,5.568866152949556239e-03,2.667627974044700645e-02,7.967939651107967813e-02,7.228387096774193665e-01,1.821707704060645172e-03,7.108692790381324414e-03,1.802033723773973457e-03,2.994011976047904157e-04
6.942701798410707247e-03,8.330206378986867652e-03,5.284837180383927975e-03,1.740644038294168793e-04,6.255545696539485667e-02,7.097791798107255801e-02,8.898673624701021467e-02,4.408523144746510046e-03,5.736137667304015524e-03,2.974899287263712416e-02,3.878318459897850401e-02,1.813119212588227766e-02,2.379235760634462911e-03,5.186232909005186048e-03,1.548387096774193547e-02,8.035787741670095130e-01,1.523103251568739269e-01,9.331960355258076684e-03,6.766467065868263069e-03
4.963055904084761986e-03,2.863039399624765433e-02,1.468873863371415213e-02,0.000000000000000000e+00,8.873114463176575307e-04,3.943217665615141726e-02,1.864535768645357583e-02,6.921381337252020816e-02,7.329509241555130609e-03,1.936783390145646253e-02,1.686591457596677349e-02,1.178527488182348065e-02,1.499639509733237223e-02,2.392739273927392898e-02,4.490322580645161182e-02,9.167303284950344133e-02,6.770371670542805198e-01,2.297592997811816196e-02,1.047904191616766401e-02
2.383939774153073961e-03,1.703564727954971769e-02,3.357425973420377630e-02,9.242819843342037212e-02,0.000000000000000000e+00,4.731861198738170418e-03,3.479017177647314440e-03,2.909625275532696717e-02,6.086679413639260738e-02,3.610164239231484357e-02,2.216983779536397733e-02,1.424593667033607425e-03,3.677000720980533668e-03,1.143328618576143312e-02,9.161290322580645240e-03,2.647352647352647220e-02,2.378340427399183721e-02,9.138885313425151313e-01,1.365269461077844339e-02
2.685069008782936181e-02,2.101313320825515946e-03,6.295173700163208055e-03,3.481288076588337586e-03,1.020408163265306041e-02,3.154574132492113468e-03,1.821048053924766152e-02,9.390154298310066094e-02,4.302103250478011426e-02,1.516888751162070170e-01,5.809058764101700939e-03,7.770510911092404433e-04,4.325883201153568830e-04,7.661480433757661759e-03,1.006451612903225788e-02,1.436798495622025086e-02,4.418798543156786385e-02,2.458488866005921133e-02,9.619161676646706960e-01
