,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
ZUPT,0.8531621979078995,0.036582787058574755,0.0008157557394243095,0.06774193548387097,0.0,0.0,0.06373044524669073,0.010598031794095382,0.016381236038719285,0.0,0.0014488311833050068,0.001368653421633554,0.0,0.0,0.012522828072006262,5.698168038975469e-05,0.0049904727338717,0.0001923076923076923,0.009670836660456037
ZUPT_walk_60,0.08197066249849705,0.8103721717064919,0.012585945693975061,0.0,0.0,0.0,0.005679903730445247,0.0,0.0,0.0,0.008832297790532446,0.0,0.0,0.0,0.001174015131750587,0.00011396336077950938,0.0,0.0,0.0
ZUPT_walk_90,4.508837321149453e-05,0.014696553182491013,0.8684302528842792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008432671081677704,0.08768267223382047,0.0,0.0,0.0,0.0013610380183286454,0.0,0.0
ZUPT_jogg_120,0.0,0.0,0.0,0.5129032258064516,0.4720347155255545,0.06918238993710692,0.0,0.0,0.0,0.0,0.0,0.0,0.04592901878914405,0.00875780797218108,0.0,0.0,0.0,0.0,0.0
ZUPT_run_150,0.0,0.0,0.0,0.0,0.28688524590163933,0.18081761006289307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017386824650653615,0.0010435690060005217,0.0,0.0,0.0,0.0
ZUPT_sprint_180,0.0,0.0,0.0,0.0,0.0033751205400192863,0.5047169811320755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016827550221758414,0.0,0.0,0.0,0.0
ZUPT_walk_b_60,0.028330527834555728,0.0,0.0,0.0,0.0,0.0,0.7041636582430806,0.06623769871309614,0.0,0.0,0.000557242762809618,0.0,0.0,0.0,0.0,0.01643921479244423,0.004627529262317394,0.0,0.0
ZUPT_walk_b_90,0.0008717085487555609,0.0,0.0,0.0,0.0,0.0,0.05391095066185319,0.6672975018925057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016060248616278014,0.0014423076923076924,0.0
ZUPT_slide_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6720029784065525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022307692307692306,0.00044361636057137785
ZUPT_slide_left,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8543689320388349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009848283204684588
walk_60,0.0008867380064927257,0.09351871431592303,0.0,0.0,0.0,0.0,0.0004332129963898917,0.0,0.0,0.0,0.8200663118887743,0.0053863134657836645,0.003131524008350731,0.0,0.024393425515262197,0.022308327872588962,0.002132292895381544,0.0,0.0013308490817141336
walk_90,0.0005260310208007695,0.007559737788115881,0.08903391213145322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04290769273634059,0.9220309050772627,0.1336116910229645,0.0003863738811256359,0.006000521784503,0.0,0.0,0.0,0.0
jogg_120,0.004734279187206925,0.013427786001268767,0.0,0.2064516129032258,0.13837994214079075,0.0015723270440251573,0.0071239470517448856,0.0,0.0,0.020496224379719527,0.10387005098771279,0.05333333333333334,0.6085594989561587,0.39757872367827934,0.05674406470127837,0.03210917689962677,0.0048543689320388345,0.0,0.00035489308845710227
run_150,0.0048394853913670795,0.0,0.0006992192052208367,0.2129032258064516,0.08486017357762778,0.08018867924528301,0.02127557160048135,0.0,0.0,0.0,0.002591178847064724,0.004370860927152318,0.07515657620041753,0.5230214437504025,0.0903991651447952,0.002450212256759452,0.006215406950367481,0.0,0.012332534823884305
sprint_180,0.007604905615005411,0.005656587016282512,0.0001165365342034728,0.0,0.01446480231436837,0.16352201257861634,0.0015403128760529483,0.006813020439061317,0.0,0.0,0.0014766933214454877,0.0009713024282560706,0.04592901878914405,0.06658509884731792,0.7884163840333942,0.0,0.0016332456219943744,0.0,0.005145949782627984
walk_b_60,0.0029006853432728148,0.0032776485514908016,0.024472672182729284,0.0,0.0,0.0,0.07711191335740072,0.0,0.0,0.0,0.014404725418628625,0.003664459161147903,0.0,0.0005795608216884538,0.002478476389251239,0.8498817630131913,0.044505943199346705,0.0,0.0
walk_b_90,0.00766502344595407,0.010520194544301122,0.003845705628714602,0.0,0.0,0.0,0.060601684717208185,0.24905374716124148,0.0,0.007011866235167206,0.0,0.0,0.0,0.0,0.0,0.0731929684606399,0.9127120950911896,0.0,0.00035489308845710227
slide_right,0.001908741132619935,0.0012159018820046522,0.0,0.0,0.0,0.0,0.0,0.0,0.31161578555472824,0.0,0.0008637262823549079,8.830022075055188e-05,0.0,0.0013523085839397258,0.0,0.0,0.0,0.973173076923077,0.0
slide_left,0.0045539256943609475,0.0031719179530556143,0.0,0.0,0.0,0.0,0.004428399518652227,0.0,0.0,0.11812297734627832,0.0029812487810314562,0.0003532008830022075,0.0,0.0,0.0,0.003447391663580159,0.0009073586788857635,0.0028846153846153848,0.9605181439091474
